seq,frame,coord_ 1,coord_ 2,coord_ 3,coord_ 4,coord_ 5,coord_ 6,coord_ 7,coord_ 8,coord_ 9,coord_10,coord_11,coord_12,coord_13,coord_14,coord_15,coord_16,coord_17,coord_18,coord_19,coord_20,class
437,002617.jpg,,,,,,,,,,,,,,,,,,,,,grasper
437,002617.jpg,,,,,,,,,,,,,,,,,,,,,stapler
437,002617.jpg,,,,,,,,,,,,,,,,,,,,,needle
437,002617.jpg,,,,,,,,,,,,,,,,,,,,,holder
437,002617.jpg,144.5467,147.03,320.9023,348.9835,0.9999968,,,,,,,,,,,,,,,,stitcher
437,002617.jpg,,,,,,,,,,,,,,,,,,,,,background
438,002623.jpg,,,,,,,,,,,,,,,,,,,,,grasper
438,002623.jpg,,,,,,,,,,,,,,,,,,,,,stapler
438,002623.jpg,,,,,,,,,,,,,,,,,,,,,needle
438,002623.jpg,,,,,,,,,,,,,,,,,,,,,holder
438,002623.jpg,142.5968,123.1187,321.5157,340.2705,0.999999,,,,,,,,,,,,,,,,stitcher
438,002623.jpg,,,,,,,,,,,,,,,,,,,,,background
439,002629.jpg,,,,,,,,,,,,,,,,,,,,,grasper
439,002629.jpg,,,,,,,,,,,,,,,,,,,,,stapler
439,002629.jpg,,,,,,,,,,,,,,,,,,,,,needle
439,002629.jpg,,,,,,,,,,,,,,,,,,,,,holder
439,002629.jpg,142.184,109.0469,313.9024,338.9348,0.9999996,,,,,,,,,,,,,,,,stitcher
439,002629.jpg,,,,,,,,,,,,,,,,,,,,,background
440,002635.jpg,,,,,,,,,,,,,,,,,,,,,grasper
440,002635.jpg,,,,,,,,,,,,,,,,,,,,,stapler
440,002635.jpg,,,,,,,,,,,,,,,,,,,,,needle
440,002635.jpg,,,,,,,,,,,,,,,,,,,,,holder
440,002635.jpg,146.7688,88.90786,320.4673,334.8025,0.9999996,,,,,,,,,,,,,,,,stitcher
440,002635.jpg,,,,,,,,,,,,,,,,,,,,,background
441,002641.jpg,,,,,,,,,,,,,,,,,,,,,grasper
441,002641.jpg,,,,,,,,,,,,,,,,,,,,,stapler
441,002641.jpg,,,,,,,,,,,,,,,,,,,,,needle
441,002641.jpg,,,,,,,,,,,,,,,,,,,,,holder
441,002641.jpg,160.4672,86.2809,316.5483,331.5769,0.9999989,,,,,,,,,,,,,,,,stitcher
441,002641.jpg,,,,,,,,,,,,,,,,,,,,,background
442,002647.jpg,,,,,,,,,,,,,,,,,,,,,grasper
442,002647.jpg,,,,,,,,,,,,,,,,,,,,,stapler
442,002647.jpg,,,,,,,,,,,,,,,,,,,,,needle
442,002647.jpg,,,,,,,,,,,,,,,,,,,,,holder
442,002647.jpg,166.2988,87.36996,323.1566,342.6474,0.9999994,,,,,,,,,,,,,,,,stitcher
442,002647.jpg,,,,,,,,,,,,,,,,,,,,,background
443,002653.jpg,,,,,,,,,,,,,,,,,,,,,grasper
443,002653.jpg,,,,,,,,,,,,,,,,,,,,,stapler
443,002653.jpg,,,,,,,,,,,,,,,,,,,,,needle
443,002653.jpg,,,,,,,,,,,,,,,,,,,,,holder
443,002653.jpg,173.3404,98.90293,311.6648,341.2559,0.9999995,,,,,,,,,,,,,,,,stitcher
443,002653.jpg,,,,,,,,,,,,,,,,,,,,,background
444,002659.jpg,,,,,,,,,,,,,,,,,,,,,grasper
444,002659.jpg,,,,,,,,,,,,,,,,,,,,,stapler
444,002659.jpg,,,,,,,,,,,,,,,,,,,,,needle
444,002659.jpg,,,,,,,,,,,,,,,,,,,,,holder
444,002659.jpg,170.08,98.3559,305.4987,334.7287,0.999993,,,,,,,,,,,,,,,,stitcher
444,002659.jpg,,,,,,,,,,,,,,,,,,,,,background
445,002665.jpg,,,,,,,,,,,,,,,,,,,,,grasper
445,002665.jpg,,,,,,,,,,,,,,,,,,,,,stapler
445,002665.jpg,,,,,,,,,,,,,,,,,,,,,needle
445,002665.jpg,,,,,,,,,,,,,,,,,,,,,holder
445,002665.jpg,157.2157,95.27163,310.532,330.9687,0.9999974,,,,,,,,,,,,,,,,stitcher
445,002665.jpg,,,,,,,,,,,,,,,,,,,,,background
446,002671.jpg,,,,,,,,,,,,,,,,,,,,,grasper
446,002671.jpg,,,,,,,,,,,,,,,,,,,,,stapler
446,002671.jpg,,,,,,,,,,,,,,,,,,,,,needle
446,002671.jpg,,,,,,,,,,,,,,,,,,,,,holder
446,002671.jpg,176.4575,79.21112,336.4386,338.849,0.9999857,,,,,,,,,,,,,,,,stitcher
446,002671.jpg,,,,,,,,,,,,,,,,,,,,,background
447,002677.jpg,,,,,,,,,,,,,,,,,,,,,grasper
447,002677.jpg,,,,,,,,,,,,,,,,,,,,,stapler
447,002677.jpg,,,,,,,,,,,,,,,,,,,,,needle
447,002677.jpg,,,,,,,,,,,,,,,,,,,,,holder
447,002677.jpg,193.1153,69.73693,338.7323,331.4272,0.9999983,,,,,,,,,,,,,,,,stitcher
447,002677.jpg,,,,,,,,,,,,,,,,,,,,,background
448,002683.jpg,,,,,,,,,,,,,,,,,,,,,grasper
448,002683.jpg,,,,,,,,,,,,,,,,,,,,,stapler
448,002683.jpg,,,,,,,,,,,,,,,,,,,,,needle
448,002683.jpg,,,,,,,,,,,,,,,,,,,,,holder
448,002683.jpg,201.559,77.02738,368.84,325.3467,0.9999986,,,,,,,,,,,,,,,,stitcher
448,002683.jpg,,,,,,,,,,,,,,,,,,,,,background
449,002689.jpg,,,,,,,,,,,,,,,,,,,,,grasper
449,002689.jpg,,,,,,,,,,,,,,,,,,,,,stapler
449,002689.jpg,,,,,,,,,,,,,,,,,,,,,needle
449,002689.jpg,,,,,,,,,,,,,,,,,,,,,holder
449,002689.jpg,222.0628,66.27959,378.5486,319.6245,0.9999993,,,,,,,,,,,,,,,,stitcher
449,002689.jpg,,,,,,,,,,,,,,,,,,,,,background
450,002695.jpg,,,,,,,,,,,,,,,,,,,,,grasper
450,002695.jpg,,,,,,,,,,,,,,,,,,,,,stapler
450,002695.jpg,,,,,,,,,,,,,,,,,,,,,needle
450,002695.jpg,,,,,,,,,,,,,,,,,,,,,holder
450,002695.jpg,203.2406,69.63637,366.6118,325.0111,0.9999994,,,,,,,,,,,,,,,,stitcher
450,002695.jpg,,,,,,,,,,,,,,,,,,,,,background
451,002701.jpg,,,,,,,,,,,,,,,,,,,,,grasper
451,002701.jpg,,,,,,,,,,,,,,,,,,,,,stapler
451,002701.jpg,,,,,,,,,,,,,,,,,,,,,needle
451,002701.jpg,,,,,,,,,,,,,,,,,,,,,holder
451,002701.jpg,197.85,65.06235,367.3155,338.5596,0.999995,,,,,,,,,,,,,,,,stitcher
451,002701.jpg,,,,,,,,,,,,,,,,,,,,,background
452,002707.jpg,,,,,,,,,,,,,,,,,,,,,grasper
452,002707.jpg,,,,,,,,,,,,,,,,,,,,,stapler
452,002707.jpg,,,,,,,,,,,,,,,,,,,,,needle
452,002707.jpg,,,,,,,,,,,,,,,,,,,,,holder
452,002707.jpg,217.5213,78.67643,369.1579,342.3741,0.999977,,,,,,,,,,,,,,,,stitcher
452,002707.jpg,,,,,,,,,,,,,,,,,,,,,background
453,002713.jpg,,,,,,,,,,,,,,,,,,,,,grasper
453,002713.jpg,,,,,,,,,,,,,,,,,,,,,stapler
453,002713.jpg,,,,,,,,,,,,,,,,,,,,,needle
453,002713.jpg,,,,,,,,,,,,,,,,,,,,,holder
453,002713.jpg,229.6471,92.09705,386.2941,340.3018,0.9999815,,,,,,,,,,,,,,,,stitcher
453,002713.jpg,,,,,,,,,,,,,,,,,,,,,background
454,002719.jpg,,,,,,,,,,,,,,,,,,,,,grasper
454,002719.jpg,,,,,,,,,,,,,,,,,,,,,stapler
454,002719.jpg,,,,,,,,,,,,,,,,,,,,,needle
454,002719.jpg,,,,,,,,,,,,,,,,,,,,,holder
454,002719.jpg,181.9586,75.54081,363.2762,333.8699,0.9999126,,,,,,,,,,,,,,,,stitcher
454,002719.jpg,,,,,,,,,,,,,,,,,,,,,background
455,002725.jpg,,,,,,,,,,,,,,,,,,,,,grasper
455,002725.jpg,,,,,,,,,,,,,,,,,,,,,stapler
455,002725.jpg,,,,,,,,,,,,,,,,,,,,,needle
455,002725.jpg,,,,,,,,,,,,,,,,,,,,,holder
455,002725.jpg,111.8333,39.47191,339.7943,346.3573,0.9999985,,,,,,,,,,,,,,,,stitcher
455,002725.jpg,,,,,,,,,,,,,,,,,,,,,background
456,002731.jpg,,,,,,,,,,,,,,,,,,,,,grasper
456,002731.jpg,,,,,,,,,,,,,,,,,,,,,stapler
456,002731.jpg,,,,,,,,,,,,,,,,,,,,,needle
456,002731.jpg,,,,,,,,,,,,,,,,,,,,,holder
456,002731.jpg,41.24278,29.02849,285.0693,346.0364,0.9999934,,,,,,,,,,,,,,,,stitcher
456,002731.jpg,,,,,,,,,,,,,,,,,,,,,background
457,002737.jpg,,,,,,,,,,,,,,,,,,,,,grasper
457,002737.jpg,,,,,,,,,,,,,,,,,,,,,stapler
457,002737.jpg,,,,,,,,,,,,,,,,,,,,,needle
457,002737.jpg,,,,,,,,,,,,,,,,,,,,,holder
457,002737.jpg,18.80161,7.212446,291.3233,342.2281,0.999987,,,,,,,,,,,,,,,,stitcher
457,002737.jpg,,,,,,,,,,,,,,,,,,,,,background
458,002743.jpg,,,,,,,,,,,,,,,,,,,,,grasper
458,002743.jpg,,,,,,,,,,,,,,,,,,,,,stapler
458,002743.jpg,,,,,,,,,,,,,,,,,,,,,needle
458,002743.jpg,,,,,,,,,,,,,,,,,,,,,holder
458,002743.jpg,42.71308,41.91696,248.9493,329.998,0.999652,,,,,,,,,,,,,,,,stitcher
458,002743.jpg,,,,,,,,,,,,,,,,,,,,,background
459,002749.jpg,,,,,,,,,,,,,,,,,,,,,grasper
459,002749.jpg,,,,,,,,,,,,,,,,,,,,,stapler
459,002749.jpg,,,,,,,,,,,,,,,,,,,,,needle
459,002749.jpg,,,,,,,,,,,,,,,,,,,,,holder
459,002749.jpg,27.89786,74.80025,219.676,331.1693,0.9999315,,,,,,,,,,,,,,,,stitcher
459,002749.jpg,,,,,,,,,,,,,,,,,,,,,background
460,002755.jpg,6.283303,66.08899,94.9329,160.1263,0.8492306,,,,,,,,,,,,,,,,grasper
460,002755.jpg,,,,,,,,,,,,,,,,,,,,,stapler
460,002755.jpg,,,,,,,,,,,,,,,,,,,,,needle
460,002755.jpg,,,,,,,,,,,,,,,,,,,,,holder
460,002755.jpg,,,,,,,,,,,,,,,,,,,,,stitcher
460,002755.jpg,1,1,491,351,0.9669747,,,,,,,,,,,,,,,,background
461,002761.jpg,,,,,,,,,,,,,,,,,,,,,grasper
461,002761.jpg,,,,,,,,,,,,,,,,,,,,,stapler
461,002761.jpg,,,,,,,,,,,,,,,,,,,,,needle
461,002761.jpg,,,,,,,,,,,,,,,,,,,,,holder
461,002761.jpg,10.82606,23.70698,123.3803,188.7908,0.9999695,,,,,,,,,,,,,,,,stitcher
461,002761.jpg,,,,,,,,,,,,,,,,,,,,,background
462,002767.jpg,,,,,,,,,,,,,,,,,,,,,grasper
462,002767.jpg,,,,,,,,,,,,,,,,,,,,,stapler
462,002767.jpg,,,,,,,,,,,,,,,,,,,,,needle
462,002767.jpg,,,,,,,,,,,,,,,,,,,,,holder
462,002767.jpg,103.0364,198.7545,266.1497,334.5631,0.9403609,,,,,,,,,,,,,,,,stitcher
462,002767.jpg,,,,,,,,,,,,,,,,,,,,,background
463,002773.jpg,,,,,,,,,,,,,,,,,,,,,grasper
463,002773.jpg,,,,,,,,,,,,,,,,,,,,,stapler
463,002773.jpg,,,,,,,,,,,,,,,,,,,,,needle
463,002773.jpg,,,,,,,,,,,,,,,,,,,,,holder
463,002773.jpg,5.514053,195.0926,297.2047,334.1167,0.9999748,,,,,,,,,,,,,,,,stitcher
463,002773.jpg,,,,,,,,,,,,,,,,,,,,,background
464,002779.jpg,179.4491,276.6804,276.9374,342.0336,0.6037693,,,,,,,,,,,,,,,,grasper
464,002779.jpg,,,,,,,,,,,,,,,,,,,,,stapler
464,002779.jpg,,,,,,,,,,,,,,,,,,,,,needle
464,002779.jpg,,,,,,,,,,,,,,,,,,,,,holder
464,002779.jpg,15.94273,203.2286,349.9954,338.3723,0.9999421,,,,,,,,,,,,,,,,stitcher
464,002779.jpg,,,,,,,,,,,,,,,,,,,,,background
465,002785.jpg,,,,,,,,,,,,,,,,,,,,,grasper
465,002785.jpg,,,,,,,,,,,,,,,,,,,,,stapler
465,002785.jpg,,,,,,,,,,,,,,,,,,,,,needle
465,002785.jpg,,,,,,,,,,,,,,,,,,,,,holder
465,002785.jpg,134.9666,187.7026,328.6773,339.0489,0.9999932,,,,,,,,,,,,,,,,stitcher
465,002785.jpg,,,,,,,,,,,,,,,,,,,,,background
466,002791.jpg,,,,,,,,,,,,,,,,,,,,,grasper
466,002791.jpg,,,,,,,,,,,,,,,,,,,,,stapler
466,002791.jpg,,,,,,,,,,,,,,,,,,,,,needle
466,002791.jpg,,,,,,,,,,,,,,,,,,,,,holder
466,002791.jpg,176.5269,150.9373,393.2992,336.862,0.999995,,,,,,,,,,,,,,,,stitcher
466,002791.jpg,,,,,,,,,,,,,,,,,,,,,background
467,002797.jpg,,,,,,,,,,,,,,,,,,,,,grasper
467,002797.jpg,,,,,,,,,,,,,,,,,,,,,stapler
467,002797.jpg,,,,,,,,,,,,,,,,,,,,,needle
467,002797.jpg,,,,,,,,,,,,,,,,,,,,,holder
467,002797.jpg,197.4263,150.6382,415.404,333.5065,0.999999,,,,,,,,,,,,,,,,stitcher
467,002797.jpg,,,,,,,,,,,,,,,,,,,,,background
468,002803.jpg,,,,,,,,,,,,,,,,,,,,,grasper
468,002803.jpg,,,,,,,,,,,,,,,,,,,,,stapler
468,002803.jpg,,,,,,,,,,,,,,,,,,,,,needle
468,002803.jpg,,,,,,,,,,,,,,,,,,,,,holder
468,002803.jpg,227.4085,138.7272,464.1808,335.1756,0.9998704,,,,,,,,,,,,,,,,stitcher
468,002803.jpg,,,,,,,,,,,,,,,,,,,,,background
469,002809.jpg,,,,,,,,,,,,,,,,,,,,,grasper
469,002809.jpg,,,,,,,,,,,,,,,,,,,,,stapler
469,002809.jpg,,,,,,,,,,,,,,,,,,,,,needle
469,002809.jpg,,,,,,,,,,,,,,,,,,,,,holder
469,002809.jpg,196.3627,178.6162,464.1206,332.5919,0.9999688,,,,,,,,,,,,,,,,stitcher
469,002809.jpg,,,,,,,,,,,,,,,,,,,,,background
470,002815.jpg,,,,,,,,,,,,,,,,,,,,,grasper
470,002815.jpg,,,,,,,,,,,,,,,,,,,,,stapler
470,002815.jpg,,,,,,,,,,,,,,,,,,,,,needle
470,002815.jpg,,,,,,,,,,,,,,,,,,,,,holder
470,002815.jpg,236.1442,242.8402,450.369,343.5305,0.9981089,,,,,,,,,,,,,,,,stitcher
470,002815.jpg,,,,,,,,,,,,,,,,,,,,,background
471,002821.jpg,125.3629,3.042738,193.8504,48.1088,0.9926438,,,,,,,,,,,,,,,,grasper
471,002821.jpg,,,,,,,,,,,,,,,,,,,,,stapler
471,002821.jpg,,,,,,,,,,,,,,,,,,,,,needle
471,002821.jpg,,,,,,,,,,,,,,,,,,,,,holder
471,002821.jpg,167.728,227.8188,437.1994,343.9252,0.9999949,,,,,,,,,,,,,,,,stitcher
471,002821.jpg,,,,,,,,,,,,,,,,,,,,,background
472,002827.jpg,115.7166,9.239505,188.2871,69.48914,0.9999669,,,,,,,,,,,,,,,,grasper
472,002827.jpg,,,,,,,,,,,,,,,,,,,,,stapler
472,002827.jpg,,,,,,,,,,,,,,,,,,,,,needle
472,002827.jpg,,,,,,,,,,,,,,,,,,,,,holder
472,002827.jpg,174.4925,248.9376,398.0244,342.4472,0.9999076,,,,,,,,,,,,,,,,stitcher
472,002827.jpg,1,1,491,334.716,0.9744977,,,,,,,,,,,,,,,,background
473,002833.jpg,119.195,4.213278,182.3875,72.17912,0.9999491,,,,,,,,,,,,,,,,grasper
473,002833.jpg,,,,,,,,,,,,,,,,,,,,,stapler
473,002833.jpg,,,,,,,,,,,,,,,,,,,,,needle
473,002833.jpg,,,,,,,,,,,,,,,,,,,,,holder
473,002833.jpg,145.6443,271.0411,349.7928,339.4676,0.9999875,,,,,,,,,,,,,,,,stitcher
473,002833.jpg,,,,,,,,,,,,,,,,,,,,,background
474,002839.jpg,115.3671,2.347759,193.3477,71.00422,0.9999841,,,,,,,,,,,,,,,,grasper
474,002839.jpg,,,,,,,,,,,,,,,,,,,,,stapler
474,002839.jpg,,,,,,,,,,,,,,,,,,,,,needle
474,002839.jpg,,,,,,,,,,,,,,,,,,,,,holder
474,002839.jpg,144.9051,175.6182,320.5049,344.7702,0.9994978,,,,,,,,,,,,,,,,stitcher
474,002839.jpg,,,,,,,,,,,,,,,,,,,,,background
475,002845.jpg,124.8599,6.812473,196.6651,54.88546,0.9999249,,,,,,,,,,,,,,,,grasper
475,002845.jpg,,,,,,,,,,,,,,,,,,,,,stapler
475,002845.jpg,,,,,,,,,,,,,,,,,,,,,needle
475,002845.jpg,,,,,,,,,,,,,,,,,,,,,holder
475,002845.jpg,150.465,173.3236,320.8768,343.9311,0.9999778,,,,,,,,,,,,,,,,stitcher
475,002845.jpg,,,,,,,,,,,,,,,,,,,,,background
476,002851.jpg,,,,,,,,,,,,,,,,,,,,,grasper
476,002851.jpg,,,,,,,,,,,,,,,,,,,,,stapler
476,002851.jpg,,,,,,,,,,,,,,,,,,,,,needle
476,002851.jpg,,,,,,,,,,,,,,,,,,,,,holder
476,002851.jpg,181.1012,168.643,335.8052,344.2383,0.999842,,,,,,,,,,,,,,,,stitcher
476,002851.jpg,1,1,491,324.5978,0.8542413,,,,,,,,,,,,,,,,background
477,002857.jpg,,,,,,,,,,,,,,,,,,,,,grasper
477,002857.jpg,,,,,,,,,,,,,,,,,,,,,stapler
477,002857.jpg,,,,,,,,,,,,,,,,,,,,,needle
477,002857.jpg,,,,,,,,,,,,,,,,,,,,,holder
477,002857.jpg,181.1747,179.9637,344.5338,338.5569,0.9994905,,,,,,,,,,,,,,,,stitcher
477,002857.jpg,1,2.091093,491,308.2499,0.9981695,,,,,,,,,,,,,,,,background
478,002863.jpg,,,,,,,,,,,,,,,,,,,,,grasper
478,002863.jpg,,,,,,,,,,,,,,,,,,,,,stapler
478,002863.jpg,,,,,,,,,,,,,,,,,,,,,needle
478,002863.jpg,,,,,,,,,,,,,,,,,,,,,holder
478,002863.jpg,,,,,,,,,,,,,,,,,,,,,stitcher
478,002863.jpg,1,1,491,351,0.9992156,,,,,,,,,,,,,,,,background
479,002869.jpg,,,,,,,,,,,,,,,,,,,,,grasper
479,002869.jpg,,,,,,,,,,,,,,,,,,,,,stapler
479,002869.jpg,,,,,,,,,,,,,,,,,,,,,needle
479,002869.jpg,,,,,,,,,,,,,,,,,,,,,holder
479,002869.jpg,,,,,,,,,,,,,,,,,,,,,stitcher
479,002869.jpg,1,1,491,351,0.9999791,,,,,,,,,,,,,,,,background
480,002875.jpg,152.6974,3.629506,215.709,52.62581,0.9970246,,,,,,,,,,,,,,,,grasper
480,002875.jpg,,,,,,,,,,,,,,,,,,,,,stapler
480,002875.jpg,,,,,,,,,,,,,,,,,,,,,needle
480,002875.jpg,,,,,,,,,,,,,,,,,,,,,holder
480,002875.jpg,,,,,,,,,,,,,,,,,,,,,stitcher
480,002875.jpg,2.807752,1,491,351,0.9999729,,,,,,,,,,,,,,,,background
481,002881.jpg,144.933,2.773229,209.071,48.21421,0.9997995,,,,,,,,,,,,,,,,grasper
481,002881.jpg,,,,,,,,,,,,,,,,,,,,,stapler
481,002881.jpg,,,,,,,,,,,,,,,,,,,,,needle
481,002881.jpg,,,,,,,,,,,,,,,,,,,,,holder
481,002881.jpg,153.3246,183.5689,385.9925,330.2574,0.9999967,,,,,,,,,,,,,,,,stitcher
481,002881.jpg,,,,,,,,,,,,,,,,,,,,,background
482,002887.jpg,,,,,,,,,,,,,,,,,,,,,grasper
482,002887.jpg,,,,,,,,,,,,,,,,,,,,,stapler
482,002887.jpg,,,,,,,,,,,,,,,,,,,,,needle
482,002887.jpg,,,,,,,,,,,,,,,,,,,,,holder
482,002887.jpg,170.1499,83.35883,418.846,327.3687,0.9999452,,,,,,,,,,,,,,,,stitcher
482,002887.jpg,,,,,,,,,,,,,,,,,,,,,background
483,002893.jpg,,,,,,,,,,,,,,,,,,,,,grasper
483,002893.jpg,,,,,,,,,,,,,,,,,,,,,stapler
483,002893.jpg,,,,,,,,,,,,,,,,,,,,,needle
483,002893.jpg,,,,,,,,,,,,,,,,,,,,,holder
483,002893.jpg,142.5747,51.96593,398.7457,274.7275,0.9999906,,,,,,,,,,,,,,,,stitcher
483,002893.jpg,,,,,,,,,,,,,,,,,,,,,background
484,002899.jpg,,,,,,,,,,,,,,,,,,,,,grasper
484,002899.jpg,,,,,,,,,,,,,,,,,,,,,stapler
484,002899.jpg,,,,,,,,,,,,,,,,,,,,,needle
484,002899.jpg,,,,,,,,,,,,,,,,,,,,,holder
484,002899.jpg,96.30132,31.56199,327.8221,310.5704,0.9998642,,,,,,,,,,,,,,,,stitcher
484,002899.jpg,,,,,,,,,,,,,,,,,,,,,background
485,002905.jpg,,,,,,,,,,,,,,,,,,,,,grasper
485,002905.jpg,,,,,,,,,,,,,,,,,,,,,stapler
485,002905.jpg,,,,,,,,,,,,,,,,,,,,,needle
485,002905.jpg,,,,,,,,,,,,,,,,,,,,,holder
485,002905.jpg,114.9979,65.43821,1,124.7967,326.1068,309.15,192.9467,319.7059,0.9945591,0.7948095,,,,,,,,,,,stitcher
485,002905.jpg,,,,,,,,,,,,,,,,,,,,,background
486,002911.jpg,,,,,,,,,,,,,,,,,,,,,grasper
486,002911.jpg,,,,,,,,,,,,,,,,,,,,,stapler
486,002911.jpg,,,,,,,,,,,,,,,,,,,,,needle
486,002911.jpg,,,,,,,,,,,,,,,,,,,,,holder
486,002911.jpg,107.9543,18.31988,329.8013,265.1731,0.9946511,,,,,,,,,,,,,,,,stitcher
486,002911.jpg,,,,,,,,,,,,,,,,,,,,,background
487,002917.jpg,118.8679,9.928859,195.8451,59.79273,0.8545988,,,,,,,,,,,,,,,,grasper
487,002917.jpg,,,,,,,,,,,,,,,,,,,,,stapler
487,002917.jpg,,,,,,,,,,,,,,,,,,,,,needle
487,002917.jpg,,,,,,,,,,,,,,,,,,,,,holder
487,002917.jpg,,,,,,,,,,,,,,,,,,,,,stitcher
487,002917.jpg,1,7.197541,476.5077,351,0.9991496,,,,,,,,,,,,,,,,background
488,002923.jpg,113.598,4.64252,185.4072,74.28402,0.9999378,,,,,,,,,,,,,,,,grasper
488,002923.jpg,,,,,,,,,,,,,,,,,,,,,stapler
488,002923.jpg,,,,,,,,,,,,,,,,,,,,,needle
488,002923.jpg,,,,,,,,,,,,,,,,,,,,,holder
488,002923.jpg,,,,,,,,,,,,,,,,,,,,,stitcher
488,002923.jpg,1,9.763071,491,351,0.9999983,,,,,,,,,,,,,,,,background
489,002929.jpg,,,,,,,,,,,,,,,,,,,,,grasper
489,002929.jpg,,,,,,,,,,,,,,,,,,,,,stapler
489,002929.jpg,,,,,,,,,,,,,,,,,,,,,needle
489,002929.jpg,,,,,,,,,,,,,,,,,,,,,holder
489,002929.jpg,,,,,,,,,,,,,,,,,,,,,stitcher
489,002929.jpg,1,9.181224,491,351,0.9999981,,,,,,,,,,,,,,,,background
490,002935.jpg,,,,,,,,,,,,,,,,,,,,,grasper
490,002935.jpg,,,,,,,,,,,,,,,,,,,,,stapler
490,002935.jpg,,,,,,,,,,,,,,,,,,,,,needle
490,002935.jpg,,,,,,,,,,,,,,,,,,,,,holder
490,002935.jpg,,,,,,,,,,,,,,,,,,,,,stitcher
490,002935.jpg,1,1,491,333.0366,0.9999951,,,,,,,,,,,,,,,,background
491,002941.jpg,66.00622,6.832309,129.9884,60.93246,0.9411854,,,,,,,,,,,,,,,,grasper
491,002941.jpg,,,,,,,,,,,,,,,,,,,,,stapler
491,002941.jpg,,,,,,,,,,,,,,,,,,,,,needle
491,002941.jpg,,,,,,,,,,,,,,,,,,,,,holder
491,002941.jpg,,,,,,,,,,,,,,,,,,,,,stitcher
491,002941.jpg,12.0088,1,491,351,0.9999965,,,,,,,,,,,,,,,,background
492,002947.jpg,,,,,,,,,,,,,,,,,,,,,grasper
492,002947.jpg,,,,,,,,,,,,,,,,,,,,,stapler
492,002947.jpg,,,,,,,,,,,,,,,,,,,,,needle
492,002947.jpg,,,,,,,,,,,,,,,,,,,,,holder
492,002947.jpg,,,,,,,,,,,,,,,,,,,,,stitcher
492,002947.jpg,1,11.20511,491,351,0.9997638,,,,,,,,,,,,,,,,background
493,002953.jpg,,,,,,,,,,,,,,,,,,,,,grasper
493,002953.jpg,,,,,,,,,,,,,,,,,,,,,stapler
493,002953.jpg,,,,,,,,,,,,,,,,,,,,,needle
493,002953.jpg,,,,,,,,,,,,,,,,,,,,,holder
493,002953.jpg,,,,,,,,,,,,,,,,,,,,,stitcher
493,002953.jpg,1,1,491,351,0.9999675,,,,,,,,,,,,,,,,background
494,002959.jpg,,,,,,,,,,,,,,,,,,,,,grasper
494,002959.jpg,,,,,,,,,,,,,,,,,,,,,stapler
494,002959.jpg,,,,,,,,,,,,,,,,,,,,,needle
494,002959.jpg,,,,,,,,,,,,,,,,,,,,,holder
494,002959.jpg,,,,,,,,,,,,,,,,,,,,,stitcher
494,002959.jpg,,,,,,,,,,,,,,,,,,,,,background
495,002965.jpg,,,,,,,,,,,,,,,,,,,,,grasper
495,002965.jpg,,,,,,,,,,,,,,,,,,,,,stapler
495,002965.jpg,,,,,,,,,,,,,,,,,,,,,needle
495,002965.jpg,,,,,,,,,,,,,,,,,,,,,holder
495,002965.jpg,,,,,,,,,,,,,,,,,,,,,stitcher
495,002965.jpg,1,1,491,342.5158,0.9999202,,,,,,,,,,,,,,,,background
496,002971.jpg,,,,,,,,,,,,,,,,,,,,,grasper
496,002971.jpg,,,,,,,,,,,,,,,,,,,,,stapler
496,002971.jpg,,,,,,,,,,,,,,,,,,,,,needle
496,002971.jpg,,,,,,,,,,,,,,,,,,,,,holder
496,002971.jpg,,,,,,,,,,,,,,,,,,,,,stitcher
496,002971.jpg,1,1,491,351,0.9944755,,,,,,,,,,,,,,,,background
497,002977.jpg,52.54822,256.8335,125.7033,331.0053,0.8733903,,,,,,,,,,,,,,,,grasper
497,002977.jpg,,,,,,,,,,,,,,,,,,,,,stapler
497,002977.jpg,,,,,,,,,,,,,,,,,,,,,needle
497,002977.jpg,,,,,,,,,,,,,,,,,,,,,holder
497,002977.jpg,,,,,,,,,,,,,,,,,,,,,stitcher
497,002977.jpg,1,1,491,351,0.9965993,,,,,,,,,,,,,,,,background
498,002983.jpg,,,,,,,,,,,,,,,,,,,,,grasper
498,002983.jpg,,,,,,,,,,,,,,,,,,,,,stapler
498,002983.jpg,,,,,,,,,,,,,,,,,,,,,needle
498,002983.jpg,,,,,,,,,,,,,,,,,,,,,holder
498,002983.jpg,,,,,,,,,,,,,,,,,,,,,stitcher
498,002983.jpg,1,1,491,346.3113,0.9500988,,,,,,,,,,,,,,,,background
499,002989.jpg,,,,,,,,,,,,,,,,,,,,,grasper
499,002989.jpg,,,,,,,,,,,,,,,,,,,,,stapler
499,002989.jpg,,,,,,,,,,,,,,,,,,,,,needle
499,002989.jpg,,,,,,,,,,,,,,,,,,,,,holder
499,002989.jpg,,,,,,,,,,,,,,,,,,,,,stitcher
499,002989.jpg,1,1,491,351,0.9999952,,,,,,,,,,,,,,,,background
500,002995.jpg,,,,,,,,,,,,,,,,,,,,,grasper
500,002995.jpg,,,,,,,,,,,,,,,,,,,,,stapler
500,002995.jpg,,,,,,,,,,,,,,,,,,,,,needle
500,002995.jpg,,,,,,,,,,,,,,,,,,,,,holder
